file,bytes,MB,MiB,time,tp,filter,dir_mem,iter,blocksize,size,operation,options,read_time,write_time,read_tp,write_tp,prefix,n,ppn,config,timesteps,sync_t
passthrough-tmpfs-1-4-30000-write.txt,30720000,31,29,0.024677,1228.8,passthrough,tmpfs,1,4,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-2-1000-30000-read.txt,30720000,31,29,0.00530584,5939.2,passthrough,tmpfs,2,1000,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-2-1000-30000-write.txt,30720000,31,29,0.00783363,3993.6,passthrough,tmpfs,2,1000,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-2-100-30000-read.txt,30720000,31,29,0.0118999,2662.4,passthrough,tmpfs,2,100,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-2-100-30000-write.txt,30720000,31,29,0.00759078,4096.0,passthrough,tmpfs,2,100,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-2-128-30000-read.txt,30670848,31,29,0.00609454,5120.0,passthrough,tmpfs,2,128,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-2-128-30000-write.txt,30670848,31,29,0.00704921,4505.6,passthrough,tmpfs,2,128,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-2-16-30000-read.txt,30720000,31,29,0.00867295,3584.0,passthrough,tmpfs,2,16,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-2-16-30000-write.txt,30720000,31,29,0.010606,2969.6,passthrough,tmpfs,2,16,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-2-4-30000-read.txt,30720000,31,29,0.0117093,2662.4,passthrough,tmpfs,2,4,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-2-4-30000-write.txt,30720000,31,29,0.0143508,2150.4,passthrough,tmpfs,2,4,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-3-1000-30000-read.txt,30720000,31,29,0.0051043,6144.0,passthrough,tmpfs,3,1000,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-3-1000-30000-write.txt,30720000,31,29,0.00730652,4300.8,passthrough,tmpfs,3,1000,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-3-100-30000-read.txt,30720000,31,29,0.00500985,6246.4,passthrough,tmpfs,3,100,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-3-100-30000-write.txt,30720000,31,29,0.00765753,4096.0,passthrough,tmpfs,3,100,30000,write,dd,,,,,,,,,,
passthrough-tmpfs-3-128-30000-read.txt,30670848,31,29,0.00463494,6758.4,passthrough,tmpfs,3,128,30000,read,dd,,,,,,,,,,
passthrough-tmpfs-3-128-30000-write.txt,30670848,31,29,0.00688465,4608.0,passthrough,tmpfs,3,128,30000,write,dd,,,,,,,,,,
